3d,3d,44.4383919935
general,plan,2.42919985426
email,immediately,2.42910587125
received,copy,2.42898578184
questions,terry,2.42896663715
mail,diane,2.42896141588
save,need,2.42893356906
database,n't,2.42890746266
services,unit,2.42890050096
web,review,2.42889702011
supply,energy,2.42885524988
guess,like,2.42882566263
contract,show,2.42865684129
information,visit,2.42860462851
settlement,agreement,2.42845321143
reasons,call,2.42839577736
specifically,enron,2.42839403694
've,working,2.42838707523
mail,htm,2.42837489225
going,leave,2.42835400714
larry,mark,2.42834356458
outside,some,2.42829657307
general,office,2.42829135179
generators,day,2.4282652454
jim,regulatory,2.42814515599
utilities,contracts,2.42804769213
meeting,discussion,2.42785276439
vacation,week,2.42779707075
',denverpost,2.42779707075
week,winter,2.42779707075
filed,energy,2.42779707075
tickets,give,2.42779707075
jeff,points,2.42776400266
said,generators,2.42771701115
final,thank,2.42766479836
welcome,file,2.42756037279
wants,more,2.42756037279
last,least,2.42747683234
enron,thank,2.42746558088
sit,let,2.42738633017
utilities,take,2.42731671313
energy,picture,2.42726798119
san,houston,2.42725927906
general,texas,2.42723143224
qtr,'s,2.42722969182
's,eye,2.42722969182
sign,off,2.42721228756
sheet,send,2.42703824494
tonight,some,2.42701213854
physical,call,2.426989513
meeting,members,2.42695122363
commission,bonds,2.42693381936
intended,review,2.42687812573
power,charge,2.42682243209
effective,energy,2.42673889163
policy,october,2.42668319799
suggestions,file,2.42668319799
leaving,october,2.42668319799
shut,october,2.42668319799
gas,volumes,2.42667275544
groups,state,2.42666405331
price,short,2.42643257662
information,san,2.42642909577
analysis,some,2.42636992128
some,spoke,2.42636992128
summary,business,2.42634903617
time,technology,2.42627593827
rooms,time,2.42627593827
power,sales,2.42620980207
supply,gas,2.4260723084
work,unit,2.4260723084
back,original,2.42604968286
october,moving,2.42604968286
mike,dave,2.42603749988
desk,mike,2.42603749988
agreement,resources,2.42597832539
know,quarter,2.4259591807
brad,know,2.4259591807
auctions,enron,2.42591218919
write,file,2.42580602319
some,amounts,2.42572770402
some,pretty,2.42572770402
various,some,2.42572770402
governor,energy,2.42568071251
week,stay,2.42568071251
review,currently,2.4256667891
use,available,2.42561805717
earlier,meeting,2.42559891248
call,jennifer,2.42558324864
party,good,2.42558150822
add,list,2.42556584438
actions,said,2.42529781875
said,actions,2.42529781875
markets,houston,2.4251620655
recently,energy,2.42515162295
sorry,back,2.42514814209
program,information,2.42512377613
term,prices,2.42506112078
trading,system,2.42505415908
available,monday,2.42505415908
frank,john,2.42505415908
think,ok,2.42505067823
's,assessment,2.42500368672
's,template,2.42500368672
federal,price,2.42499150374
problems,going,2.42499150374
more,added,2.42494973351
file,dec,2.42492884839
delete,mail,2.42485575049
sheet,then,2.42479309515
heard,think,2.42463645679
yet,'ll,2.4246033887
short,california,2.42453899293
said,time,2.42446530015
power,filed,2.42437191201
power,own,2.42437191201
october,fortune,2.42414913746
john,bob,2.42414913746
frank,mark,2.42411432894
fill,file,2.42405167359
going,lunch,2.42403078848
let,mat,2.42384978416
earlier,said,2.4238463033
contract,general,2.42359742236
close,week,2.42356435426
enron,counterparties,2.42343034144
california,retail,2.42336942653
file,functions,2.4231744988
functions,file,2.4231744988
need,bring,2.42296564765
time,family,2.42283685611
n't,comment,2.4228090093
provide,comments,2.4227829029
phil,'s,2.42277768162
picks,'s,2.42277768162
mark,everyone,2.42270458372
some,accounts,2.4225166177
some,expenses,2.4225166177
total,year,2.4224435198
state,least,2.4224174134
said,big,2.42239478786
budget,well,2.42238260488
vacation,need,2.42230254527
status,agreement,2.42226599632
services,management,2.42224859206
take,sheet,2.42224859206
situation,enron,2.42218941757
look,'d,2.4221580899
governor,power,2.42192139194
change,then,2.42192139194
thing,said,2.42191094938
operating,some,2.42187440043
some,operating,2.42187440043
update,mark,2.42176475358
center,october,2.42161507693
room,meeting,2.42154197903
pick,call,2.42136445556
power,york,2.42130876192
future,more,2.42129483851
review,total,2.42122522146
october,like,2.42111375133
signed,back,2.42109120865
update,business,2.42104595757
importance,agreement,2.4210285533
production,october,2.4209815618
need,commercial,2.42097634052
enron,sce,2.4209484937
like,thoughts,2.42082666387
high,report,2.42077271065
executed,agreement,2.4206160723
past,business,2.42056385951
's,intelligence,2.42055167653
's,powerful,2.42055167653
ready,week,2.42038981689
board,meeting,2.42018966788
last,amount,2.42013919552
joe,next,2.42012527211
lisa,power,2.42008350188
business,central,2.42008176146
list,available,2.41979111028
transaction,back,2.4197388975
enron,representative,2.41970756983
questions,elizabeth,2.41963795278
room,business,2.4195996634
diane,time,2.41939777396
tomorrow,friday,2.41914889302
enron,need,2.41897724576
following,trading,2.41894526315
general,make,2.41875207585
prices,market,2.41874337372
some,summary,2.41866331411
some,sending,2.41866331411
later,october,2.41844750126
last,ferc,2.41841269274
importance,meeting,2.41838658635
's,annual,2.41832567143
son,'s,2.41832567143
having,some,2.41802109685
comments,tomorrow,2.41792711383
real,day,2.41788882446
year,basis,2.41780702443
make,sale,2.4176921563
connection,time,2.41767823289
'm,people,2.41726923273
energy,natural,2.41721527952
public,meeting,2.4170342752
having,need,2.41699772625
trading,off,2.41690896451
executed,questions,2.41683934746
tom,week,2.41668618996
products,week,2.41668618996
working,through,2.41663919845
federal,said,2.41658872609
access,agreement,2.41649126223
call,ask,2.41644253029
hours,did,2.41640772177
email,received,2.41640772177
sheet,year,2.41626152597
payment,last,2.41625456426
paying,'s,2.41609966633
's,lsu,2.41609966633
's,suspension,2.41609966633
guests,'s,2.41609966633
call,consider,2.41573939811
did,amount,2.41540523628
n't,generators,2.41518594258
listed,enron,2.41474387433
learn,enron,2.41474387433
firm,power,2.41456983171
resources,power,2.41456983171
call,follow,2.41433313375
time,quick,2.41423915074
canada,gas,2.41406336769
tough,'s,2.41387366124
's,spokesman,2.41387366124
's,previously,2.41387366124
socal,'s,2.41387366124
's,hall,2.41387366124
available,thank,2.41377619737
need,taylor,2.41368221436
complete,file,2.413525576
sure,list,2.41346640151
louise,more,2.41346292066
game,think,2.4134524781
think,add,2.4134524781
wants,time,2.4133793802
chairman,business,2.41333238869
general,houston,2.41299822686
department,power,2.41273194166
file,expenses,2.4126484012
're,good,2.41257878415
energy,utilities,2.41245347347
market,market,2.41239081812
let,monika,2.4123560096
special,day,2.41222895849
plan,off,2.41217500528
power,purchase,2.41211931164
purchase,power,2.41211931164
smith,mike,2.41202706905
review,days,2.41193830731
sell,need,2.41169290722
relations,'s,2.41164765614
some,corporate,2.41159892421
corporate,some,2.41159892421
call,taylor,2.41152060503
let,groups,2.4114718731
working,well,2.41141791988
week,ferc,2.41139529434
actions,n't,2.41137440923
market,through,2.41112030701
down,texas,2.4111133453
non,need,2.41102980484
today,trading,2.41100369845
file,talking,2.4108940516
appreciated,file,2.4108940516
october,four,2.41084531967
ready,call,2.41081747285
time,generators,2.41080006859
corporation,know,2.41066431534
following,friday,2.41059121744
join,let,2.41058773659
need,corporate,2.41036670247
currently,like,2.41016133217
call,money,2.41011434067
tickets,business,2.40995770231
made,review,2.40991941293
advance,enron,2.40978017884
email,copy,2.4097244852
change,think,2.4097244852
discuss,contract,2.40960961707
pacwest,'s,2.40942165104
filings,'s,2.40942165104
said,committee,2.40933114888
number,contact,2.4092858978
gas,afternoon,2.40925979141
some,provided,2.40903005515
take,order,2.40894477427
oct,said,2.4088473104
said,oct,2.4088473104
appreciate,call,2.40870807631
attention,enron,2.40853925497
enron,areas,2.40853925497
'll,monday,2.40853751454
index,day,2.40845571451
working,today,2.40837217405
send,list,2.40824164209
high,agreement,2.40824164209
agreement,corp,2.40824164209
time,visit,2.40822075697
information,ca,2.40815462078
friday,off,2.40799798242
power,mary,2.40783090151
provided,need,2.40771429295
status,october,2.407677744
days,meeting,2.40756809715
's,sports,2.40719564595
use,email,2.40705119057
discussion,let,2.40705119057
california,customers,2.40699549694
market,company,2.4068005692
ca,meeting,2.40666655639
then,through,2.40612702427
training,enron,2.40605740722
know,moving,2.40595820293
prices,price,2.40589728801
need,dbo,2.40572498582
following,jim,2.4056310028
'll,office,2.40538734314
n't,trade,2.40527595586
's,austin,2.40496964085
football,'s,2.40496964085
thank,steve,2.40484781102
enron,operational,2.40481648335
enron,bid,2.40481648335
leaving,enron,2.40481648335
hello,know,2.40478167482
market,contracts,2.40476775141
regulatory,power,2.40476775141
tomorrow,'s,2.40462832057
high,meeting,2.40441270447
earlier,time,2.40392190428
commission,take,2.4038766532
send,mike,2.4038035553
office,today,2.4034380658
gas,desk,2.40325532105
desk,gas,2.40325532105
high,questions,2.4028463209
dad,'s,2.40274363575
commissioner,'s,2.40274363575
's,counterparties,2.40274363575
's,delay,2.40274363575
base,enron,2.4023346356
'll,down,2.40223717173
want,enron,2.40219039107
future,file,2.4021223036
under,review,2.40184383541
let,frank,2.40174637155
mark,america,2.40155840552
n't,looks,2.4014644225
high,going,2.40145397995
mail,tickets,2.40139480546
work,plan,2.40121380113
gas,utility,2.40085353291
version,agreement,2.40081698396
',deal,2.40068123072
send,'m,2.40067078816
's,proceeding,2.40051763066
time,resources,2.40048282213
then,contract,2.40038361784
did,made,2.40036795401
executed,call,2.40027049014
friday,thank,2.40021827735
let,more,2.40018590706
know,paso,2.40007556241
plan,edison,2.40004771559
date,houston,2.3999955028
today,through,2.39981971976
party,file,2.39949077921
did,corp,2.39936546852
chris,mike,2.39923493656
information,kim,2.39901738328
report,contracts,2.39894776623
groups,know,2.3988990343
know,groups,2.3988990343
monday,california,2.39880853214
bank,enron,2.39861186398
need,desk,2.39843085966
well,company,2.39832121281
's,allocation,2.39829162556
management,gas,2.39785129773
file,corporate,2.39773642961
join,know,2.3977225062
know,appropriate,2.3977225062
know,anyone,2.3977225062
energy,issue,2.39763896574
state,made,2.39746840397
enron,assistant,2.39737094011
power,n't,2.39732419999
plan,california,2.39724911027
houston,working,2.39705940382
info,time,2.39704373998
know,called,2.39654597809
make,send,2.39649376531
commission,edison,2.39635801206
well,well,2.39618919072
operating,enron,2.39613001623
's,reserved,2.39606562046
organization,'s,2.39606562046
let,four,2.39555741602
management,october,2.39500744134
enron,center,2.39488909236
term,day,2.39477770508
short,time,2.39446442837
time,short,2.39446442837
sheet,some,2.39425905808
mike,services,2.39405716864
mark,date,2.39403976438
reason,'s,2.39383961537
's,link,2.39383961537
's,evening,2.39383961537
class,'s,2.39383961537
under,day,2.39383439409
john,smith,2.39383091324
game,some,2.39361684082
file,co,2.39335055561
once,know,2.39301639378
're,some,2.39297462355
monday,information,2.39292589162
'll,'ll,2.39247164038
said,under,2.39239680206
available,week,2.39234807012
down,jeff,2.39231674245
index,need,2.39179983587
's,risks,2.39161361027
's,invited,2.39161361027
definitely,'s,2.39161361027
make,then,2.39119416756
then,make,2.39119416756
monday,meeting,2.39088959298
days,october,2.39057283541
file,amount,2.38984185641
did,copy,2.38984185641
through,next,2.38957034992
issue,power,2.38945200094
number,california,2.38945200094
gas,high,2.38944503924
's,chance,2.38938760517
's,technology,2.38938760517
life,'s,2.38938760517
time,total,2.38930580514
following,review,2.38892291138
prices,did,2.38883937092
help,california,2.38867229001
call,law,2.38831724307
use,business,2.38826328986
power,corp,2.38822674091
monday,day,2.38817452812
term,energy,2.38811535363
file,total,2.38808750681
price,contract,2.38788387695
need,days,2.3878212216
product,enron,2.38744354912
enron,product,2.38744354912
via,enron,2.38744354912
down,think,2.38735652781
anyway,'s,2.38716160008
's,role,2.38716160008
know,ken,2.38713375326
under,state,2.38685180422
pipeline,time,2.38672649353
deal,want,2.38639581255
day,discuss,2.38628790613
look,good,2.38615389331
work,contracts,2.38608253584
know,frank,2.38595722515
still,going,2.38560217821
mark,bill,2.3855812931
against,n't,2.38545598241
plan,going,2.38512182058
enough,'s,2.38493559498
mike,want,2.38491993115
north,gas,2.38464146296
steve,said,2.38417154788
customers,gas,2.38404101592
use,'s,2.38401951796
california,company,2.38399402441
know,hard,2.38360416895
times,know,2.38360416895
'd,october,2.38360416895
year,contract,2.38341968377
give,information,2.38335354757
last,number,2.38301938575
california,deal,2.38282445801
well,jeff,2.38278790906
officials,'s,2.38270958988
agenda,enron,2.38247985363
n't,'re,2.38240675573
jeff,contracts,2.38240675573
october,issues,2.38233713868
meeting,following,2.38187418531
said,office,2.38175235548
information,help,2.38161312139
's,review,2.38118286942
call,issue,2.38058278908
save,'s,2.38048358479
deal,review,2.38044355499
good,chris,2.38028169535
jeff,take,2.38011983571
enron,development,2.37999800588
edison,today,2.37975434621
today,want,2.37975434621
year,take,2.37916956301
back,help,2.37916956301
questions,look,2.37905817574
let,love,2.37875882243
give,questions,2.37859174152
said,texas,2.37836548612
look,day,2.37826976267
rob,'s,2.37825757969
man,'s,2.37825757969
trading,power,2.37781203059
report,information,2.37769716246
next,'ll,2.37766583479
enron,trade,2.37751615813
session,some,2.37691919195
today,year,2.37646494072
enron,corporate,2.37627523426
's,sure,2.37577599692
office,week,2.37541720415
',john,2.37527797005
back,then,2.37511262957
enron,past,2.37503431039
enron,site,2.37503431039
like,right,2.37483242095
october,date,2.37473495708
day,off,2.3740248632
lead,'s,2.3738055695
fee,'s,2.3738055695
file,index,2.37317553522
state,commission,2.37305022453
jeff,make,2.37211561567
mail,file,2.37207156868
